Date,Campaign Name,Time Zone,Currency,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate,Campaign
2025-09-29,Search_EN_Trust_2025.03.17,UTC,USD,75,3,0.04,1,0.333333,5.0,15.0,15.0,2.146666,0.360576,,,,,,Trust
2025-09-29,Search_EN_Competitors_2024.08.12,UTC,USD,320,11,0.034375,7,0.636363,3.045454,4.785714,33.5,1.778125,0.839895,,,,,,Competitors
2025-09-29,Search_EN_ProductReview_2024.08.05,UTC,USD,725,100,0.137931,79,0.79,2.381,3.013924,238.1,2.227586,0.535055,2.0,75.68,0.317849,119.05,0.025316,ProductReview
2025-09-29,Search_EN_Review-variations_2024.04.29,UTC,USD,150,9,0.06,6,0.666666,3.237777,4.856666,29.14,2.546666,0.054684,1.0,60.44,2.074124,29.14,0.166666,Review-variations
2025-09-30,Search_EN_Competitors_2024.08.12,UTC,USD,338,14,0.04142,11,0.785714,2.892857,3.681818,40.5,1.588757,0.853535,,,,,,Competitors
2025-09-30,Search_EN_Trust_2025.03.17,UTC,USD,110,7,0.063636,4,0.571428,5.285714,9.25,37.0,2.7,0.339506,,,,,,Trust
2025-09-30,Search_EN_ProductReview_2024.08.05,UTC,USD,664,103,0.15512,79,0.76699,2.319417,3.02405,238.9,2.192771,0.54876,3.0,197.92,0.828463,79.633333,0.037974,ProductReview
2025-09-30,Search_EN_Review-variations_2024.04.29,UTC,USD,114,5,0.043859,3,0.6,3.5,5.833333,17.5,2.631578,0.042159,,,,,,Review-variations
2025-10-01,Search_EN_Competitors_2024.08.12,UTC,USD,350,13,0.037142,10,0.76923,2.653846,3.45,34.5,1.654285,0.829383,1.0,45.0,1.304347,34.5,0.1,Competitors
2025-10-01,Search_EN_Trust_2025.03.17,UTC,USD,71,4,0.056338,2,0.5,5.0,10.0,20.0,2.436619,0.302127,,,,,,Trust
2025-10-01,Search_EN_Review-variations_2024.04.29,UTC,USD,125,11,0.088,9,0.818181,3.26909,3.995555,35.96,1.84,0.046607,,,,,,Review-variations
2025-10-01,Search_EN_ProductReview_2024.08.05,UTC,USD,631,102,0.161648,75,0.735294,2.331372,3.170666,237.8,1.941362,0.586431,2.0,75.89,0.319133,118.9,0.026666,ProductReview
2025-10-02,Search_EN_Trust_2025.03.17,UTC,USD,98,6,0.061224,5,0.833333,5.5,6.6,33.0,2.561224,0.406639,,,,,,Trust
2025-10-02,Search_EN_Competitors_2024.08.12,UTC,USD,314,9,0.028662,7,0.777777,2.722222,3.5,24.5,1.605095,0.824146,1.0,60.92,2.48653,24.5,0.142857,Competitors
2025-10-02,Search_EN_ProductReview_2024.08.05,UTC,USD,661,99,0.149773,74,0.747474,2.416161,3.232432,239.2,2.167927,0.590178,1.0,15.0,0.062709,239.2,0.013513,ProductReview
2025-10-02,Search_EN_Review-variations_2024.04.29,UTC,USD,184,9,0.048913,4,0.444444,2.571111,5.785,23.14,2.076086,0.06347,1.0,15.0,0.648228,23.14,0.25,Review-variations
2025-10-03,Search_EN_Competitors_2024.08.12,UTC,USD,328,14,0.042682,7,0.5,2.785714,5.571428,39.0,1.594512,0.826196,1.0,45.68,1.171282,39.0,0.142857,Competitors
2025-10-03,Search_EN_Review-variations_2024.04.29,UTC,USD,120,11,0.091666,9,0.818181,3.603636,4.404444,39.64,2.325,0.048563,,,,,,Review-variations
2025-10-03,Search_EN_ProductReview_2024.08.05,UTC,USD,489,95,0.194274,65,0.68421,2.573684,3.761538,244.5,1.948875,0.573943,,,,,,ProductReview
2025-10-03,Search_EN_Trust_2025.03.17,UTC,USD,89,2,0.022471,1,0.5,5.0,10.0,10.0,2.426966,0.350393,,,,,,Trust
2025-10-04,Search_EN_Trust_2025.03.17,UTC,USD,61,3,0.04918,1,0.333333,4.666666,14.0,14.0,2.819672,0.329729,,,,,,Trust
2025-10-04,Search_EN_Competitors_2024.08.12,UTC,USD,257,9,0.035019,7,0.777777,2.888888,3.714285,26.0,1.571984,0.850993,,,,,,Competitors
2025-10-04,Search_EN_Review-variations_2024.04.29,UTC,USD,85,10,0.117647,6,0.6,3.75,6.25,37.5,1.847058,0.055016,,,,,,Review-variations
2025-10-04,Search_EN_ProductReview_2024.08.05,UTC,USD,608,103,0.169407,80,0.776699,2.314563,2.98,238.4,1.93421,0.660869,3.0,136.37,0.572021,79.466666,0.0375,ProductReview
2025-10-05,Search_EN_Review-variations_2024.04.29,UTC,USD,113,9,0.079646,7,0.777777,3.388888,4.357142,30.5,2.362831,0.069538,1.0,15.0,0.491803,30.5,0.142857,Review-variations
2025-10-05,Search_EN_Trust_2025.03.17,UTC,USD,45,2,0.044444,2,1.0,5.0,5.0,10.0,2.955555,0.266272,,,,,,Trust
2025-10-05,Search_EN_Competitors_2024.08.12,UTC,USD,275,10,0.036363,6,0.6,2.85,4.75,28.5,1.614545,0.862068,,,,,,Competitors
2025-10-05,Search_EN_ProductReview_2024.08.05,UTC,USD,626,96,0.153354,74,0.770833,2.475,3.21081,237.6,2.108626,0.643371,3.0,152.26,0.640824,79.2,0.04054,ProductReview
2025-10-06,Search_EN_Review-variations_2024.04.29,UTC,USD,172,16,0.093023,13,0.8125,3.7075,4.563076,59.32,2.325581,0.061406,,,,,,Review-variations
2025-10-06,Search_EN_ProductReview_2024.08.05,UTC,USD,701,100,0.142653,66,0.66,2.398,3.633333,239.8,2.0699,0.597103,2.0,90.46,0.377231,119.9,0.030303,ProductReview
2025-10-06,Search_EN_Trust_2025.03.17,UTC,USD,90,7,0.077777,4,0.571428,5.142857,9.0,36.0,2.677777,0.35433,,,,,,Trust
2025-10-06,Search_EN_Competitors_2024.08.12,UTC,USD,396,13,0.032828,8,0.615384,2.961538,4.8125,38.5,1.737373,0.860869,,,,,,Competitors
2025-10-07,Search_EN_ProductReview_2024.08.05,UTC,USD,630,90,0.142857,72,0.8,2.664444,3.330555,239.8,2.07619,0.587686,1.0,60.0,0.250208,239.8,0.013888,ProductReview
2025-10-07,Search_EN_Competitors_2024.08.12,UTC,USD,311,16,0.051446,6,0.375,2.65625,7.083333,42.5,2.163987,0.838274,,,,,,Competitors
2025-10-07,Search_EN_Review-variations_2024.04.29,UTC,USD,193,14,0.072538,8,0.571428,3.604285,6.3075,50.46,2.896373,0.066141,1.0,60.91,1.207094,50.46,0.125,Review-variations
2025-10-07,Search_EN_Trust_2025.03.17,UTC,USD,83,4,0.048192,3,0.75,5.0,6.666666,20.0,2.493975,0.3547,,,,,,Trust
2025-10-08,Search_EN_ProductReview_2024.08.05,UTC,USD,605,99,0.163636,64,0.646464,2.493939,3.857812,246.9,1.928925,0.568075,3.0,197.02,0.797974,82.3,0.046875,ProductReview
2025-10-08,Search_EN_Trust_2025.03.17,UTC,USD,108,4,0.037037,3,0.75,5.0,6.666666,20.0,2.212962,0.477876,,,,,,Trust
2025-10-08,Search_EN_Competitors_2024.08.12,UTC,USD,371,10,0.026954,6,0.6,2.6,4.333333,26.0,1.838274,0.854838,1.0,15.23,0.585769,26.0,0.166666,Competitors
2025-10-08,Search_EN_Review-variations_2024.04.29,UTC,USD,186,17,0.091397,11,0.647058,3.438823,5.314545,58.46,2.198924,0.060843,,,,,,Review-variations
2025-10-09,Search_EN_Competitors_2024.08.12,UTC,USD,331,12,0.036253,11,0.916666,2.583333,2.818181,31.0,1.652567,0.855297,,,,,,Competitors
2025-10-09,Search_EN_Trust_2025.03.17,UTC,USD,124,4,0.032258,4,1.0,5.0,5.0,20.0,2.25,0.417508,,,,,,Trust
2025-10-09,Search_EN_Review-variations_2024.04.29,UTC,USD,163,10,0.061349,6,0.6,3.85,6.416666,38.5,2.325153,0.057032,,,,,,Review-variations
2025-10-09,Search_EN_ProductReview_2024.08.05,UTC,USD,598,93,0.155518,69,0.741935,2.572043,3.466666,239.2,2.038461,0.523642,2.0,60.66,0.253595,119.6,0.028985,ProductReview
2025-10-10,Search_EN_Trust_2025.03.17,UTC,USD,69,2,0.028985,2,1.0,4.5,4.5,9.0,2.57971,0.368983,,,,,,Trust
2025-10-10,Search_EN_ProductReview_2024.08.05,UTC,USD,530,99,0.186792,82,0.828282,2.416161,2.917073,239.2,1.954716,0.614136,4.0,197.03,0.823704,59.8,0.04878,ProductReview
2025-10-10,Search_EN_Competitors_2024.08.12,UTC,USD,336,14,0.041666,8,0.571428,2.5,4.375,35.0,1.842261,0.819512,2.0,120.9,3.454285,17.5,0.25,Competitors
2025-10-10,Search_EN_Review-variations_2024.04.29,UTC,USD,151,13,0.086092,11,0.846153,3.40923,4.02909,44.32,2.801324,0.05864,1.0,76.12,1.717509,44.32,0.090909,Review-variations
2025-10-11,Search_EN_Review-variations_2024.04.29,UTC,USD,104,10,0.096153,7,0.7,3.232,4.617142,32.32,2.125,0.061502,1.0,60.0,1.856435,32.32,0.142857,Review-variations
2025-10-11,Search_EN_Trust_2025.03.17,UTC,USD,54,3,0.055555,3,1.0,4.333333,4.333333,13.0,2.0,0.36,1.0,15.0,1.153846,13.0,0.333333,Trust
2025-10-11,Search_EN_ProductReview_2024.08.05,UTC,USD,563,98,0.174067,75,0.765306,2.439795,3.187999,239.1,1.806394,0.598299,4.0,151.37,0.633082,59.775,0.053333,ProductReview
2025-10-11,Search_EN_Competitors_2024.08.12,UTC,USD,290,12,0.041379,7,0.583333,2.75,4.714285,33.0,1.813793,0.873493,,,,,,Competitors
2025-10-12,Search_EN_Review-variations_2024.04.29,UTC,USD,77,6,0.077922,4,0.666666,3.72,5.58,22.32,2.220779,0.051333,,,,,,Review-variations
2025-10-12,Search_EN_Competitors_2024.08.12,UTC,USD,275,7,0.025454,5,0.714285,2.714285,3.8,19.0,1.854545,0.856697,1.0,60.0,3.157894,19.0,0.2,Competitors
2025-10-12,Search_EN_Trust_2025.03.17,UTC,USD,52,5,0.096153,4,0.8,4.6,5.75,23.0,2.711538,0.293785,,,,,,Trust
2025-10-12,Search_EN_ProductReview_2024.08.05,UTC,USD,716,99,0.138268,76,0.767676,2.40606,3.13421,238.2,1.917597,0.591246,1.0,30.45,0.127833,238.2,0.013157,ProductReview
2025-10-13,Search_EN_ProductReview_2024.08.05,UTC,USD,659,106,0.160849,75,0.707547,2.265094,3.201333,240.1,1.779969,0.587344,2.0,90.89,0.37855,120.05,0.026666,ProductReview
2025-10-13,Search_EN_Competitors_2024.08.12,UTC,USD,328,12,0.036585,4,0.333333,2.666666,8.0,32.0,1.810975,0.838874,,,,,,Competitors
2025-10-13,Search_EN_Review-variations_2024.04.29,UTC,USD,138,9,0.065217,6,0.666666,3.142222,4.713333,28.28,2.188405,0.052411,,,,,,Review-variations
2025-10-13,Search_EN_Trust_2025.03.17,UTC,USD,111,5,0.045045,4,0.8,4.4,5.5,22.0,2.351351,0.444,,,,,,Trust
2025-10-14,Search_EN_Competitors_2024.08.12,UTC,USD,348,16,0.045977,11,0.6875,2.53125,3.681818,40.5,1.583333,0.824644,,,,,,Competitors
2025-10-14,Search_EN_Trust_2025.03.17,UTC,USD,82,2,0.02439,1,0.5,4.5,9.0,9.0,2.341463,0.41,,,,,,Trust
2025-10-14,Search_EN_Review-variations_2024.04.29,UTC,USD,178,15,0.084269,7,0.466666,3.485333,7.468571,52.28,2.213483,0.06561,,,,,,Review-variations
2025-10-14,Search_EN_ProductReview_2024.08.05,UTC,USD,571,97,0.169877,67,0.690721,2.498969,3.61791,242.4,1.793345,0.613319,3.0,120.89,0.498721,80.8,0.044776,ProductReview
2025-10-15,Search_EN_Review-variations_2024.04.29,UTC,USD,160,19,0.11875,16,0.842105,3.723157,4.42125,70.74,2.45,0.055286,,,,,,Review-variations
2025-10-15,Search_EN_ProductReview_2024.08.05,UTC,USD,603,99,0.164179,67,0.676767,2.40505,3.553731,238.1,2.064676,0.557816,2.0,90.46,0.379924,119.05,0.02985,ProductReview
2025-10-15,Search_EN_Competitors_2024.08.12,UTC,USD,306,7,0.022875,3,0.428571,2.928571,6.833333,20.5,1.673202,0.77078,1.0,45.67,2.227804,20.5,0.333333,Competitors
2025-10-15,Search_EN_Trust_2025.03.17,UTC,USD,82,2,0.02439,0,0.0,6.5,0.0,13.0,2.060975,0.325396,,,,,,Trust
2025-10-16,Search_EN_ProductReview_2024.08.05,UTC,USD,659,99,0.150227,61,0.616161,2.414141,3.918032,239.0,1.875569,0.60962,2.0,90.89,0.380292,119.5,0.032786,ProductReview
2025-10-16,Search_EN_Competitors_2024.08.12,UTC,USD,282,9,0.031914,8,0.888888,2.722222,3.0625,24.5,1.87234,0.849397,1.0,45.0,1.836734,24.5,0.125,Competitors
2025-10-16,Search_EN_Review-variations_2024.04.29,UTC,USD,162,12,0.074074,7,0.583333,3.815,6.54,45.78,2.141975,0.063504,,,,,,Review-variations
2025-10-16,Search_EN_Trust_2025.03.17,UTC,USD,54,2,0.037037,1,0.5,5.0,10.0,10.0,2.333333,0.290322,,,,,,Trust
2025-10-17,Search_EN_ProductReview_2024.08.05,UTC,USD,591,95,0.160744,72,0.757894,2.527368,3.334722,240.1,1.944162,0.590409,1.0,60.9,0.253644,240.1,0.013888,ProductReview
2025-10-17,Search_EN_Review-variations_2024.04.29,UTC,USD,156,10,0.064102,7,0.7,3.314,4.734285,33.14,2.307692,0.061953,,,,,,Review-variations
2025-10-17,Search_EN_Competitors_2024.08.12,UTC,USD,260,14,0.053846,7,0.5,2.678571,5.357142,37.5,1.55,0.804953,,,,,,Competitors
2025-10-17,Search_EN_Trust_2025.03.17,UTC,USD,92,2,0.021739,0,0.0,5.0,0.0,10.0,2.706521,0.377049,,,,,,Trust
2025-10-18,Search_EN_Trust_2025.03.17,UTC,USD,57,1,0.017543,1,1.0,4.0,4.0,4.0,2.070175,0.341317,,,,,,Trust
2025-10-18,Search_EN_ProductReview_2024.08.05,UTC,USD,691,97,0.140376,79,0.814432,2.465979,3.027848,239.2,2.021707,0.598268,3.0,151.34,0.632692,79.733333,0.037974,ProductReview
2025-10-18,Search_EN_Review-variations_2024.04.29,UTC,USD,88,1,0.011363,1,1.0,2.82,2.82,2.82,2.454545,0.050142,,,,,,Review-variations
2025-10-18,Search_EN_Competitors_2024.08.12,UTC,USD,243,14,0.057613,6,0.428571,2.5,5.833333,35.0,1.65432,0.855633,2.0,60.88,1.739428,17.5,0.333333,Competitors
2025-10-19,Search_EN_Review-variations_2024.04.29,UTC,USD,91,9,0.098901,7,0.777777,3.868888,4.974285,34.82,3.0,0.060788,,,,,,Review-variations
2025-10-19,Search_EN_Trust_2025.03.17,UTC,USD,52,4,0.076923,3,0.75,4.75,6.333333,19.0,2.25,0.29885,,,,,,Trust
2025-10-19,Search_EN_ProductReview_2024.08.05,UTC,USD,586,96,0.163822,72,0.75,2.486458,3.315277,238.7,2.059726,0.565637,2.0,60.45,0.253246,119.35,0.027777,ProductReview
2025-10-19,Search_EN_Competitors_2024.08.12,UTC,USD,252,12,0.047619,6,0.5,2.833333,5.666666,34.0,1.710317,0.868965,,,,,,Competitors
2025-10-20,Search_EN_Competitors_2024.08.12,UTC,USD,279,14,0.050179,9,0.642857,2.607142,4.055555,36.5,1.594982,0.820588,2.0,121.8,3.336986,18.25,0.222222,Competitors
2025-10-20,Search_EN_ProductReview_2024.08.05,UTC,USD,542,88,0.162361,63,0.715909,2.727272,3.809523,240.0,2.110701,0.580921,3.0,137.02,0.570916,80.0,0.047619,ProductReview
2025-10-20,Search_EN_Review-variations_2024.04.29,UTC,USD,124,12,0.096774,4,0.333333,3.913333,11.74,46.96,2.459677,0.046863,,,,,,Review-variations
2025-10-20,Search_EN_Trust_2025.03.17,UTC,USD,72,5,0.069444,4,0.8,4.6,5.75,23.0,2.513888,0.301255,,,,,,Trust
2025-10-21,Search_EN_ProductReview_2024.08.05,UTC,USD,756,99,0.130952,74,0.747474,2.40909,3.222972,238.5,1.842592,0.637974,4.0,197.25,0.827044,59.625,0.054054,ProductReview
2025-10-21,Search_EN_Competitors_2024.08.12,UTC,USD,332,11,0.033132,7,0.636363,2.772727,4.357142,30.5,1.67771,0.86684,,,,,,Competitors
2025-10-21,Search_EN_Review-variations_2024.04.29,UTC,USD,91,11,0.120879,6,0.545454,2.98,5.463333,32.78,2.10989,0.035189,1.0,15.0,0.457596,32.78,0.166666,Review-variations
2025-10-21,Search_EN_Trust_2025.03.17,UTC,USD,58,2,0.034482,0,0.0,4.5,0.0,9.0,2.137931,0.291457,,,,,,Trust
2025-10-22,Search_EN_Trust_2025.03.17,UTC,USD,86,1,0.011627,1,1.0,4.0,4.0,4.0,2.104651,0.320895,,,,,,Trust
2025-10-22,Search_EN_ProductReview_2024.08.05,UTC,USD,637,95,0.149136,70,0.736842,2.54421,3.452857,241.7,1.952904,0.57909,,,,,,ProductReview
2025-10-22,Search_EN_Competitors_2024.08.12,UTC,USD,328,9,0.027439,8,0.888888,2.611111,2.9375,23.5,1.493902,0.811881,1.0,30.46,1.29617,23.5,0.125,Competitors
2025-10-22,Search_EN_Review-variations_2024.04.29,UTC,USD,146,12,0.082191,8,0.666666,3.678333,5.5175,44.14,2.376712,0.051846,,,,,,Review-variations
2025-10-23,Search_EN_Review-variations_2024.04.29,UTC,USD,135,15,0.111111,11,0.733333,2.918666,3.98,43.78,2.088888,0.052734,,,,,,Review-variations
2025-10-23,Search_EN_Trust_2025.03.17,UTC,USD,70,2,0.028571,2,1.0,4.0,4.0,8.0,2.7,0.325581,1.0,45.0,5.625,8.0,0.5,Trust
2025-10-23,Search_EN_Competitors_2024.08.12,UTC,USD,333,10,0.03003,7,0.7,2.6,3.714285,26.0,1.588588,0.836683,1.0,45.68,1.756923,26.0,0.142857,Competitors
2025-10-23,Search_EN_ProductReview_2024.08.05,UTC,USD,616,97,0.157467,71,0.731958,2.454639,3.353521,238.1,2.058441,0.543209,2.0,75.0,0.314993,119.05,0.028169,ProductReview
2025-10-24,Search_EN_Competitors_2024.08.12,UTC,USD,333,11,0.033033,7,0.636363,2.590909,4.071428,28.5,1.477477,0.847328,,,,,,Competitors
2025-10-24,Search_EN_Trust_2025.03.17,UTC,USD,47,2,0.042553,2,1.0,4.5,4.5,9.0,2.723404,0.286585,,,,,,Trust
2025-10-24,Search_EN_ProductReview_2024.08.05,UTC,USD,574,96,0.167247,65,0.677083,2.481249,3.664615,238.2,1.982578,0.579212,3.0,120.91,0.507598,79.399999,0.046153,ProductReview
2025-10-24,Search_EN_Review-variations_2024.04.29,UTC,USD,132,9,0.068181,4,0.444444,3.737777,8.41,33.64,3.015151,0.057616,,,,,,Review-variations
2025-10-25,Search_EN_ProductReview_2024.08.05,UTC,USD,589,98,0.166383,76,0.77551,2.440816,3.147368,239.2,2.039049,0.579724,5.0,180.44,0.754347,47.84,0.065789,ProductReview
2025-10-25,Search_EN_Competitors_2024.08.12,UTC,USD,240,10,0.041666,8,0.8,2.85,3.5625,28.5,1.6375,0.83916,1.0,15.0,0.526315,28.5,0.125,Competitors
2025-10-25,Search_EN_Trust_2025.03.17,UTC,USD,49,3,0.061224,1,0.333333,4.666666,14.0,14.0,2.081632,0.314102,,,,,,Trust
2025-10-25,Search_EN_Review-variations_2024.04.29,UTC,USD,83,5,0.06024,3,0.6,3.028,5.046666,15.14,1.867469,0.052531,,,,,,Review-variations
2025-10-26,Search_EN_Review-variations_2024.04.29,UTC,USD,71,3,0.042253,2,0.666666,3.333333,5.0,10.0,2.422535,0.046103,,,,,,Review-variations
2025-10-26,Search_EN_ProductReview_2024.08.05,UTC,USD,664,101,0.152108,76,0.752475,2.352475,3.126315,237.6,2.0,0.568493,2.0,45.0,0.189393,118.8,0.026315,ProductReview
2025-10-26,Search_EN_Trust_2025.03.17,UTC,USD,52,2,0.038461,0,0.0,4.0,0.0,8.0,2.730769,0.342105,,,,,,Trust
2025-10-26,Search_EN_Competitors_2024.08.12,UTC,USD,197,10,0.050761,5,0.5,2.65,5.3,26.5,1.431472,0.794354,,,,,,Competitors
2025-10-27,Search_EN_ProductReview_2024.08.05,UTC,USD,593,95,0.160202,68,0.715789,2.513684,3.511764,238.8,1.91231,0.562085,2.0,76.14,0.318844,119.4,0.029411,ProductReview
2025-10-27,Search_EN_Review-variations_2024.04.29,UTC,USD,139,11,0.079136,5,0.454545,3.590909,7.9,39.5,2.129496,0.050144,,,,,,Review-variations
2025-10-27,Search_EN_Trust_2025.03.17,UTC,USD,66,1,0.015151,1,1.0,4.0,4.0,4.0,3.075757,0.254826,,,,,,Trust
2025-10-27,Search_EN_Competitors_2024.08.12,UTC,USD,252,10,0.039682,7,0.7,2.95,4.214285,29.5,1.448412,0.802547,,,,,,Competitors
2025-10-28,Search_EN_ProductReview_2024.08.05,UTC,USD,736,98,0.133152,78,0.795918,2.437755,3.06282,238.9,2.008152,0.528356,1.0,30.0,0.125575,238.9,0.01282,ProductReview
2025-10-28,Search_EN_Trust_2025.03.17,UTC,USD,84,7,0.083333,4,0.571428,4.857142,8.5,34.0,2.107142,0.314606,,,,,,Trust
2025-10-28,Search_EN_Review-variations_2024.04.29,UTC,USD,120,11,0.091666,7,0.636363,3.438181,5.402857,37.82,2.033333,0.043415,,,,,,Review-variations
2025-10-28,Search_EN_Competitors_2024.08.12,UTC,USD,277,11,0.039711,9,0.818181,2.681818,3.277777,29.5,1.328519,0.805232,,,,,,Competitors
2025-10-29,Search_EN_ProductReview_2024.08.05,UTC,USD,710,93,0.130985,69,0.741935,2.568817,3.462318,238.9,2.236619,0.574433,2.0,90.68,0.379573,119.45,0.028985,ProductReview
2025-10-29,Search_EN_Review-variations_2024.04.29,UTC,USD,154,5,0.032467,2,0.4,4.0,10.0,20.0,2.564935,0.051213,1.0,15.0,0.75,20.0,0.5,Review-variations
2025-10-29,Search_EN_Trust_2025.03.17,UTC,USD,93,6,0.064516,5,0.833333,5.0,6.0,30.0,2.60215,0.347014,,,,,,Trust
2025-10-29,Search_EN_Competitors_2024.08.12,UTC,USD,328,14,0.042682,9,0.642857,2.857142,4.444444,40.0,1.439024,0.858638,1.0,60.89,1.52225,40.0,0.111111,Competitors
2025-10-30,Search_EN_ProductReview_2024.08.05,UTC,USD,565,94,0.166371,62,0.659574,2.539361,3.849999,238.7,2.118584,0.625692,1.0,15.0,0.06284,238.7,0.016129,ProductReview
2025-10-30,Search_EN_Competitors_2024.08.12,UTC,USD,321,11,0.034267,5,0.454545,2.772727,6.1,30.5,1.439252,0.820971,,,,,,Competitors
2025-10-30,Search_EN_Trust_2025.03.17,UTC,USD,89,6,0.067415,3,0.5,4.666666,9.333333,28.0,2.685393,0.316725,,,,,,Trust
2025-10-30,Search_EN_Review-variations_2024.04.29,UTC,USD,175,17,0.097142,9,0.529411,3.882352,7.333333,66.0,2.017142,0.065298,,,,,,Review-variations
2025-10-31,Search_EN_Trust_2025.03.17,UTC,USD,61,3,0.04918,0,0.0,5.0,0.0,15.0,2.688524,0.261802,,,,,,Trust
2025-10-31,Search_EN_Competitors_2024.08.12,UTC,USD,260,7,0.026923,5,0.714285,2.785714,3.9,19.5,1.396153,0.815047,,,,,,Competitors
2025-10-31,Search_EN_ProductReview_2024.08.05,UTC,USD,558,95,0.17025,71,0.747368,2.511578,3.360563,238.6,2.1362,0.634812,2.0,45.22,0.189522,119.3,0.028169,ProductReview
2025-10-31,Search_EN_Review-variations_2024.04.29,UTC,USD,99,9,0.090909,4,0.444444,3.555555,8.0,32.0,2.666666,0.041061,1.0,30.0,0.9375,32.0,0.25,Review-variations
2025-11-01,Search_EN_ProductReview_2024.08.05,UTC,USD,639,102,0.159624,73,0.715686,2.35098,3.284931,239.8,2.100156,0.697598,1.0,45.0,0.187656,239.8,0.013698,ProductReview
2025-11-01,Search_EN_Competitors_2024.08.12,UTC,USD,214,7,0.03271,5,0.714285,2.642857,3.7,18.5,1.373831,0.832684,,,,,,Competitors
2025-11-01,Search_EN_Review-variations_2024.04.29,UTC,USD,80,5,0.0625,2,0.4,4.2,10.5,21.0,1.8,0.046511,,,,,,Review-variations
2025-11-01,Search_EN_Trust_2025.03.17,UTC,USD,56,3,0.053571,1,0.333333,4.666666,14.0,14.0,2.5,0.335329,,,,,,Trust
2025-11-02,Search_EN_ProductReview_2024.08.05,UTC,USD,574,101,0.175958,70,0.693069,2.373267,3.424285,239.7,2.047038,0.686602,2.0,60.22,0.25123,119.85,0.028571,ProductReview
2025-11-02,Search_EN_Review-variations_2024.04.29,UTC,USD,96,3,0.03125,3,1.0,2.5,2.5,7.5,2.333333,0.054951,,,,,,Review-variations
2025-11-02,Search_EN_Trust_2025.03.17,UTC,USD,63,5,0.079365,4,0.8,4.8,6.0,24.0,2.777777,0.375,1.0,45.0,1.875,24.0,0.25,Trust
2025-11-02,Search_EN_Competitors_2024.08.12,UTC,USD,251,10,0.03984,7,0.7,3.05,4.357142,30.5,1.2749,0.859589,,,,,,Competitors
2025-11-03,Search_EN_Review-variations_2024.04.29,UTC,USD,109,3,0.027522,2,0.666666,4.0,6.0,12.0,2.357798,0.040162,,,,,,Review-variations
2025-11-03,Search_EN_ProductReview_2024.08.05,UTC,USD,484,94,0.194214,71,0.755319,2.529787,3.349295,237.8,1.985537,0.720238,,,,,,ProductReview
2025-11-03,Search_EN_Trust_2025.03.17,UTC,USD,85,7,0.082352,3,0.428571,5.0,11.666666,35.0,2.141176,0.337301,,,,,,Trust
2025-11-03,Search_EN_Competitors_2024.08.12,UTC,USD,296,15,0.050675,8,0.533333,2.633333,4.9375,39.5,1.260135,0.797843,,,,,,Competitors
2025-11-04,Search_EN_Review-variations_2024.04.29,UTC,USD,133,10,0.075187,8,0.8,3.0,3.75,30.0,2.187969,0.043421,,,,,,Review-variations
2025-11-04,Search_EN_Competitors_2024.08.12,UTC,USD,305,16,0.052459,9,0.5625,2.6875,4.777777,43.0,1.439344,0.819892,,,,,,Competitors
2025-11-04,Search_EN_ProductReview_2024.08.05,UTC,USD,612,93,0.15196,80,0.860215,2.6,3.0225,241.8,2.308823,0.626407,2.0,30.44,0.125889,120.9,0.025,ProductReview
2025-11-04,Search_EN_Trust_2025.03.17,UTC,USD,71,3,0.042253,1,0.333333,5.0,15.0,15.0,2.253521,0.261992,,,,,,Trust
2025-11-05,Search_EN_Competitors_2024.08.12,UTC,USD,258,15,0.058139,12,0.8,2.866666,3.583333,43.0,1.379844,0.819047,,,,,,Competitors
2025-11-05,Search_EN_Trust_2025.03.17,UTC,USD,88,9,0.102272,5,0.555555,4.444444,8.0,40.0,2.727272,0.323529,,,,,,Trust
2025-11-05,Search_EN_ProductReview_2024.08.05,UTC,USD,657,100,0.152207,69,0.69,2.391,3.465217,239.1,2.421613,0.641601,1.0,60.91,0.254746,239.1,0.014492,ProductReview
2025-11-05,Search_EN_Review-variations_2024.04.29,UTC,USD,195,9,0.046153,9,1.0,3.48,3.48,31.32,2.446153,0.064441,,,,,,Review-variations
2025-11-06,Search_EN_Competitors_2024.08.12,UTC,USD,159,14,0.08805,8,0.571428,2.928571,5.125,41.0,1.35849,0.854838,,,,,,Competitors
2025-11-06,Search_EN_Review-variations_2024.04.29,UTC,USD,113,10,0.088495,5,0.5,3.014,6.028,30.14,2.123893,0.04162,,,,,,Review-variations
2025-11-06,Search_EN_Trust_2025.03.17,UTC,USD,89,3,0.033707,2,0.666666,5.666666,8.5,17.0,2.280898,0.309027,,,,,,Trust
2025-11-06,Search_EN_ProductReview_2024.08.05,UTC,USD,565,91,0.161061,65,0.714285,2.632967,3.686153,239.6,2.106194,0.699257,4.0,120.22,0.501752,59.9,0.061538,ProductReview
2025-11-07,Search_EN_ProductReview_2024.08.05,UTC,USD,566,102,0.180212,78,0.764705,2.330392,3.047435,237.7,2.293286,0.697044,4.0,181.36,0.762978,59.425,0.051282,ProductReview
