App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate,Campaign,_snap,_date,kw,mt
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo ali reviews products,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo ali reviews products,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo ali reviews products reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo ali reviews products reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo io product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product & ali review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product & ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product & ali reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product and ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product and ali reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product review app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product review app,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo product& ali reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo product& ali reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo products & ali review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo products & ali review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo produt reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo produt reviews app,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo to review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo to review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustoo.io product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustoo.io product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustreviews: product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustreviews: product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustro.io reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustro.io reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trustshop - product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trustshop - product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,tydal reviews app,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,tydal reviews app,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yo product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yopto reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yopto reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yotpo product reviews,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yotpo product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yotpo product reviews & photos,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yotpo product reviews & photos,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yotpo products review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yotpo products review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yotpo reviews widget,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yotpo reviews widget,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trust pilot review,exact,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trust pilot review,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,reviews yotpo,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,reviews yotpo,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,rivo product reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,rivo product reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,rivyo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,rivyo reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,trutoo.io reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,trutoo.io reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,vitals: reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,vitals: reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yepto reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yepto reviews,exact
Judge.me Product Reviews App,Search_EN_Competitors_2024.08.12,2026-01-16,2026-04-15,UTC,USD,yotpo product & photo reviews,exact,active,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Competitors,Apr15,2026-04-15,yotpo product & photo reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,reviews,exact,active,2.1,16080,3004,0.186815,2256,0.750998,2.1,2.796276,6308.4,2.008271,0.912133,83.0,2068.95,0.327967,76.004819,0.03679,ProductReview,Apr15,2026-04-15,reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review,exact,active,2.5,12026,2358,0.196075,1836,0.778625,1.956106,2.512254,4612.5,2.061367,0.903259,44.0,934.26,0.202549,104.829545,0.023965,ProductReview,Apr15,2026-04-15,review,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,google reviews,exact,active,4.0,4175,349,0.083592,171,0.489971,4.994269,10.192982,1743.0,1.377964,0.855357,6.0,151.82,0.087102,290.5,0.035087,ProductReview,Apr15,2026-04-15,google reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product reviews,exact,active,3.0,3194,588,0.184095,465,0.790816,3.0,3.793548,1764.0,1.762366,0.892428,8.0,210.89,0.119552,220.5,0.017204,ProductReview,Apr15,2026-04-15,product reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review widget,broad,active,5.0,2785,373,0.133931,282,0.756032,4.563002,6.03546,1702.0,2.129263,0.524877,2.0,30.22,0.017755,851.0,0.007092,ProductReview,Apr15,2026-04-15,review widget,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product review,broad,active,3.0,2590,495,0.191119,386,0.779797,3.0,3.84715,1485.0,1.616216,0.224145,7.0,197.02,0.132673,212.142857,0.018134,ProductReview,Apr15,2026-04-15,product review,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,google review,exact,active,5.0,1901,182,0.095739,102,0.560439,5.0,8.921568,910.0,1.101525,0.879685,3.0,91.11,0.10012,303.333333,0.029411,ProductReview,Apr15,2026-04-15,google review,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,shopify product reviews,exact,active,3.5,1618,454,0.280593,385,0.848017,1.785242,2.105194,810.5,2.141532,0.824248,3.0,60.88,0.075114,270.166666,0.007792,ProductReview,Apr15,2026-04-15,shopify product reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product review,exact,active,2.5,1486,271,0.182368,218,0.804428,2.5,3.107798,677.5,1.803499,0.87309,5.0,120.91,0.178464,135.5,0.022935,ProductReview,Apr15,2026-04-15,product review,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,reviews free,exact,active,2.0,1432,346,0.24162,282,0.815028,2.0,2.4539,692.0,1.842877,0.911521,3.0,60.66,0.087658,230.666666,0.010638,ProductReview,Apr15,2026-04-15,reviews free,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,reviews app,exact,active,3.0,709,115,0.1622,84,0.730434,2.47826,3.392857,285.0,2.321579,0.651056,,,,,,ProductReview,Apr15,2026-04-15,reviews app,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,shopify product review,broad,active,3.5,400,7,0.0175,5,0.714285,3.5,4.9,24.5,3.3375,0.207576,,,,,,ProductReview,Apr15,2026-04-15,shopify product review,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review widget,exact,active,5.0,264,50,0.189393,27,0.54,5.0,9.259259,250.0,1.200757,0.916666,1.0,45.0,0.18,250.0,0.037037,ProductReview,Apr15,2026-04-15,review widget,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,customer reviews,exact,active,3.0,169,31,0.183431,25,0.806451,2.548387,3.16,79.0,3.349112,0.393939,,,,,,ProductReview,Apr15,2026-04-15,customer reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review apps,exact,active,3.5,56,10,0.178571,10,1.0,3.5,3.5,35.0,1.517857,0.788732,,,,,,ProductReview,Apr15,2026-04-15,review apps,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,shopify product review,exact,active,5.0,48,4,0.083333,3,0.75,5.0,6.666666,20.0,1.541666,1.0,,,,,,ProductReview,Apr15,2026-04-15,shopify product review,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,video reviews,exact,active,5.0,20,1,0.05,0,0.0,5.0,0.0,5.0,1.8,0.294117,,,,,,ProductReview,Apr15,2026-04-15,video reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product reviews by shopify,exact,active,3.5,18,3,0.166666,3,1.0,3.5,3.5,10.5,2.111111,0.642857,,,,,,ProductReview,Apr15,2026-04-15,product reviews by shopify,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,store reviews,exact,active,8.0,16,2,0.125,1,0.5,8.0,16.0,16.0,3.125,0.347826,,,,,,ProductReview,Apr15,2026-04-15,store reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product reviews app,exact,active,4.0,14,4,0.285714,2,0.5,4.0,8.0,16.0,2.571428,0.608695,,,,,,ProductReview,Apr15,2026-04-15,product reviews app,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,photo reviews,exact,active,5.0,11,0,0.0,0,0.0,0.0,0.0,0.0,1.818181,0.366666,,,,,,ProductReview,Apr15,2026-04-15,photo reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product review app,exact,active,5.0,7,2,0.285714,2,1.0,5.0,5.0,10.0,1.285714,0.466666,,,,,,ProductReview,Apr15,2026-04-15,product review app,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product rev,exact,active,3.5,1,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.020833,,,,,,ProductReview,Apr15,2026-04-15,product rev,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product reviews by shopify,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,product reviews by shopify,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review apps,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,review apps,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,ecommerce reviews,exact,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,ecommerce reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,shopify store reviews,exact,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,shopify store reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,dropshipping reviews,exact,active,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,dropshipping reviews,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,video review app,exact,active,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,video review app,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,photo review app,exact,active,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,photo review app,exact
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,reviews,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,reviews,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,review,broad,active,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,review,broad
Judge.me Product Reviews App,Search_EN_ProductReview_2024.08.05,2026-01-16,2026-04-15,UTC,USD,product r,exact,active,5.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,ProductReview,Apr15,2026-04-15,product r,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,trust badges,broad,active,2.5,6202,196,0.031602,122,0.622448,2.5,4.016393,490.0,2.698484,0.300834,1.0,15.0,0.030612,490.0,0.008196,Review-variations,Apr15,2026-04-15,trust badges,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonial slider,broad,active,3.0,2190,37,0.016894,17,0.459459,3.0,6.529411,111.0,2.797716,0.335632,,,,,,Review-variations,Apr15,2026-04-15,testimonial slider,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product rating,broad,active,4.5,1881,71,0.037745,45,0.633802,4.5,7.1,319.5,3.026049,0.022991,,,,,,Review-variations,Apr15,2026-04-15,product rating,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer feedback,broad,active,5.0,1748,122,0.069794,72,0.590163,5.0,8.472222,610.0,3.109839,0.038963,,,,,,Review-variations,Apr15,2026-04-15,customer feedback,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonial,exact,active,2.82,895,117,0.130726,75,0.641025,2.82,4.3992,329.94,1.084916,0.939139,1.0,15.0,0.045462,329.94,0.013333,Review-variations,Apr15,2026-04-15,testimonial,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonial,broad,active,2.5,865,129,0.149132,76,0.589147,2.5,4.243421,322.5,1.231213,0.848039,1.0,45.68,0.141643,322.5,0.013157,Review-variations,Apr15,2026-04-15,testimonial,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonials,exact,active,3.0,761,72,0.094612,41,0.569444,3.0,5.268292,216.0,1.745072,0.909199,,,,,,Review-variations,Apr15,2026-04-15,testimonials,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonial slider,exact,active,3.0,356,41,0.115168,22,0.536585,3.0,5.590909,123.0,1.168539,0.927083,,,,,,Review-variations,Apr15,2026-04-15,testimonial slider,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,rating,exact,active,4.0,351,35,0.099715,31,0.885714,4.0,4.516129,140.0,1.327635,0.916449,,,,,,Review-variations,Apr15,2026-04-15,rating,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,star rating,exact,active,3.5,209,26,0.124401,15,0.576923,3.5,6.066666,91.0,1.770334,0.867219,,,,,,Review-variations,Apr15,2026-04-15,star rating,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,social proof,broad,active,3.0,186,4,0.021505,3,0.75,3.0,4.0,12.0,3.370967,0.050474,,,,,,Review-variations,Apr15,2026-04-15,social proof,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,ratings,exact,active,5.0,170,58,0.341176,48,0.827586,5.0,6.041666,290.0,1.305882,0.939226,1.0,30.45,0.105,290.0,0.020833,Review-variations,Apr15,2026-04-15,ratings,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product rating,exact,active,3.0,123,7,0.05691,3,0.428571,3.0,7.0,21.0,2.650406,0.352435,,,,,,Review-variations,Apr15,2026-04-15,product rating,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,feedback app,broad,active,3.0,57,4,0.070175,2,0.5,3.0,6.0,12.0,4.491228,0.007833,,,,,,Review-variations,Apr15,2026-04-15,feedback app,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,star rating,broad,active,2.5,3,0,0.0,0,0.0,0.0,0.0,0.0,3.666666,0.428571,,,,,,Review-variations,Apr15,2026-04-15,star rating,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonials,broad,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,testimonials,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product reviews,exact,paused,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews importer,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews importer,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product re,broad,paused,2.8,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product re,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,ratings,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,ratings,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews free,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews free,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,feedback,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,feedback,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,free product reviews,broad,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,free product reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,image carousel,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,image carousel,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews with images,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews with images,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import etsy reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import etsy reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,verified review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,verified review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import ebay reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import ebay reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonial app,broad,active,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,testimonial app,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,export reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,export reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,export amazon reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,export amazon reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,adding product reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,adding product reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews in shopify,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews in shopify,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import amazon reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import amazon reviews,broad
